datetime,open,high,low,close,volume
,SBISILVER.NS,SBISILVER.NS,SBISILVER.NS,SBISILVER.NS,SBISILVER.NS
2024-07-08 04:45:00+00:00,91.55000305175781,91.55000305175781,91.0,91.55000305175781,562
2024-07-08 05:45:00+00:00,91.55000305175781,91.55000305175781,91.01000213623047,91.33000183105469,1915
2024-07-08 06:45:00+00:00,91.33000183105469,91.33000183105469,91.31999969482422,91.31999969482422,327
2024-07-08 07:45:00+00:00,91.31999969482422,91.33000183105469,91.31999969482422,91.33000183105469,191
2024-07-08 08:45:00+00:00,91.31999969482422,91.5999984741211,91.31999969482422,91.5999984741211,1866809
2024-07-08 09:45:00+00:00,91.55000305175781,91.69999694824219,91.5,91.5,500948
2024-07-09 03:45:00+00:00,93.19000244140625,93.19000244140625,91.5,91.79000091552734,4012
2024-07-09 04:45:00+00:00,91.79000091552734,91.9000015258789,90.0999984741211,91.69999694824219,2689
2024-07-09 05:45:00+00:00,91.26000213623047,91.80000305175781,91.26000213623047,91.63999938964844,1052147
2024-07-09 06:45:00+00:00,91.66000366210938,91.75,91.5999984741211,91.6500015258789,3883043
2024-07-09 07:45:00+00:00,91.62999725341797,91.69999694824219,91.5999984741211,91.69999694824219,2640282
2024-07-09 08:45:00+00:00,91.69999694824219,91.80000305175781,91.62999725341797,91.75,193247
2024-07-09 09:45:00+00:00,91.80000305175781,91.80000305175781,91.69999694824219,91.69999694824219,0
2024-07-10 03:45:00+00:00,91.69999694824219,91.69999694824219,91.08000183105469,91.43000030517578,5425
2024-07-10 04:45:00+00:00,91.48999786376953,91.48999786376953,91.26000213623047,91.44000244140625,1606
2024-07-10 05:45:00+00:00,91.44000244140625,91.44000244140625,91.23999786376953,91.33999633789062,362463
2024-07-10 06:45:00+00:00,91.30000305175781,91.80000305175781,91.30000305175781,91.66000366210938,508028
2024-07-10 07:45:00+00:00,91.66000366210938,91.83000183105469,91.55000305175781,91.83000183105469,545269
2024-07-10 08:45:00+00:00,91.83000183105469,93.0,91.62000274658203,92.0,253977
2024-07-10 09:45:00+00:00,92.0,92.27999877929688,92.0,92.0,98871
2024-07-11 03:45:00+00:00,92.16000366210938,92.16000366210938,91.75,92.05000305175781,0
2024-07-11 04:45:00+00:00,92.0,92.13999938964844,91.98999786376953,92.0199966430664,923
2024-07-11 05:45:00+00:00,92.1500015258789,92.1500015258789,91.95999908447266,91.95999908447266,4352
2024-07-11 06:45:00+00:00,92.0,92.0199966430664,91.62999725341797,91.9000015258789,16605
2024-07-11 07:45:00+00:00,91.9000015258789,92.1500015258789,91.9000015258789,92.0,15107
2024-07-11 08:45:00+00:00,92.0,92.75,92.0,92.5,192518
2024-07-11 09:45:00+00:00,92.5,92.5,92.31999969482422,92.41999816894531,75827
2024-07-12 03:45:00+00:00,92.41999816894531,93.27999877929688,92.4000015258789,92.77999877929688,4764
2024-07-12 04:45:00+00:00,92.6500015258789,92.75,92.4000015258789,92.4000015258789,1621
2024-07-12 05:45:00+00:00,92.4000015258789,92.44999694824219,92.0,92.25,60804
2024-07-12 06:45:00+00:00,92.25,92.25,91.75,92.0,110636
2024-07-12 07:45:00+00:00,92.0,92.3499984741211,91.91000366210938,92.25,108114
2024-07-12 08:45:00+00:00,92.25,92.3499984741211,92.1500015258789,92.2300033569336,110365
2024-07-12 09:45:00+00:00,92.2300033569336,92.30000305175781,92.20999908447266,92.26000213623047,35702
2024-07-15 03:45:00+00:00,92.73999786376953,92.75,91.76000213623047,91.8499984741211,0
2024-07-15 04:45:00+00:00,91.83999633789062,92.0,91.76000213623047,91.8499984741211,15705
2024-07-15 05:45:00+00:00,91.77999877929688,91.8499984741211,91.6500015258789,91.6500015258789,8527
2024-07-15 06:45:00+00:00,91.6500015258789,91.6500015258789,91.55000305175781,91.58000183105469,8720
2024-07-15 07:45:00+00:00,91.58000183105469,91.80000305175781,91.54000091552734,91.55999755859375,2022
2024-07-15 08:45:00+00:00,91.56999969482422,91.9000015258789,91.56999969482422,91.9000015258789,66236
2024-07-15 09:45:00+00:00,91.9000015258789,92.0,91.70999908447266,91.9000015258789,0
2024-07-16 03:45:00+00:00,91.9000015258789,92.77999877929688,91.72000122070312,91.80000305175781,3696
2024-07-16 04:45:00+00:00,91.80000305175781,91.9000015258789,91.66000366210938,91.9000015258789,82533
2024-07-16 05:45:00+00:00,91.8499984741211,91.8499984741211,91.62000274658203,91.7300033569336,46989
2024-07-16 06:45:00+00:00,91.62999725341797,91.69999694824219,91.5,91.69000244140625,1982
2024-07-16 07:45:00+00:00,91.55000305175781,91.73999786376953,91.3499984741211,91.6500015258789,21446
2024-07-16 08:45:00+00:00,91.55000305175781,91.9000015258789,91.55000305175781,91.9000015258789,37945
2024-07-16 09:45:00+00:00,91.9000015258789,91.9800033569336,91.3499984741211,91.79000091552734,27037
2024-07-18 03:45:00+00:00,91.9800033569336,91.9800033569336,91.30000305175781,91.30000305175781,0
2024-07-18 04:45:00+00:00,91.30000305175781,91.3499984741211,91.0999984741211,91.3499984741211,30754
2024-07-18 05:45:00+00:00,91.3499984741211,91.37999725341797,91.02999877929688,91.37999725341797,70560
2024-07-18 06:45:00+00:00,91.37000274658203,91.37000274658203,91.0999984741211,91.19999694824219,0
2024-07-18 07:45:00+00:00,91.29000091552734,91.5,91.22000122070312,91.48999786376953,365
2024-07-18 08:45:00+00:00,91.48999786376953,91.5999984741211,91.37000274658203,91.58999633789062,1290
2024-07-18 09:45:00+00:00,91.55000305175781,91.58999633789062,91.5,91.5199966430664,0
2024-07-19 03:45:00+00:00,91.94999694824219,91.94999694824219,89.88999938964844,90.0,5242
2024-07-19 04:45:00+00:00,90.0,90.0,89.4000015258789,89.5,5360
2024-07-19 05:45:00+00:00,89.5,89.79000091552734,89.27999877929688,89.4800033569336,9014
2024-07-19 06:45:00+00:00,89.4800033569336,89.4800033569336,89.0999984741211,89.19999694824219,6920
2024-07-19 07:45:00+00:00,89.19999694824219,89.4800033569336,89.0999984741211,89.26000213623047,4421
2024-07-19 08:45:00+00:00,89.44999694824219,89.44999694824219,89.26000213623047,89.30000305175781,2231
2024-07-19 09:45:00+00:00,89.30000305175781,89.30000305175781,89.0,89.30000305175781,3261
2024-07-22 03:45:00+00:00,89.66999816894531,89.66999816894531,88.80000305175781,88.80000305175781,0
2024-07-22 04:45:00+00:00,88.61000061035156,88.9000015258789,88.61000061035156,88.80000305175781,10198
2024-07-22 05:45:00+00:00,88.80000305175781,88.80000305175781,88.44000244140625,88.6500015258789,3947
2024-07-22 06:45:00+00:00,88.6500015258789,88.6500015258789,88.4000015258789,88.5,2711
2024-07-22 07:45:00+00:00,88.5,88.55999755859375,88.4000015258789,88.55999755859375,1290
2024-07-22 08:45:00+00:00,88.80000305175781,88.9000015258789,88.5,88.5999984741211,74338
2024-07-22 09:45:00+00:00,88.5999984741211,88.87999725341797,88.5,88.68000030517578,132451
2024-07-23 03:45:00+00:00,88.9800033569336,88.9800033569336,87.9000015258789,87.9000015258789,0
2024-07-23 04:45:00+00:00,88.05000305175781,88.18000030517578,87.9000015258789,88.18000030517578,419
2024-07-23 05:45:00+00:00,87.98999786376953,88.0,87.69999694824219,87.69999694824219,39456
2024-07-23 06:45:00+00:00,87.69999694824219,88.5,87.4000015258789,87.79000091552734,7813
2024-07-23 07:45:00+00:00,88.13999938964844,88.13999938964844,86.6500015258789,86.9000015258789,9750
2024-07-23 08:45:00+00:00,86.9000015258789,87.18000030517578,86.33999633789062,86.55000305175781,70850
2024-07-23 09:45:00+00:00,86.5,86.91999816894531,85.98999786376953,86.62000274658203,0
2024-07-24 03:45:00+00:00,87.0,89.19999694824219,85.5,85.5,56031
2024-07-24 04:45:00+00:00,85.5,85.5,85.4000015258789,85.44999694824219,5285
2024-07-24 05:45:00+00:00,85.30000305175781,85.5,85.12000274658203,85.30000305175781,7995
2024-07-24 06:45:00+00:00,85.30000305175781,85.30000305175781,85.19999694824219,85.19999694824219,4513
2024-07-24 07:45:00+00:00,85.19999694824219,85.30000305175781,85.19999694824219,85.25,4007
2024-07-24 08:45:00+00:00,85.30000305175781,85.5,85.16000366210938,85.19999694824219,69020
2024-07-24 09:45:00+00:00,85.19999694824219,85.5,85.19999694824219,85.19999694824219,0
2024-07-25 03:45:00+00:00,85.0,85.0,82.19999694824219,82.30000305175781,26552
2024-07-25 04:45:00+00:00,82.30000305175781,82.5,81.69999694824219,81.9000015258789,38083
